#序号	通用名	剂型	单位	规格	售价	供应商名称	生产日期	库存数量
1187	葡萄糖酸锌颗粒	颗粒剂	盒	70mg*10袋	8.5	神威药业	12/3/21	18
1188	奥妮妇用抗菌洗液	外用洗剂	盒	200ML	19.8	沈阳博大精益医药科技	12/3/17	20
1189	妇洁舒	外用洗剂	盒	200ml	19.8	沈阳得康医药科技	12/3/26	7
1190	安婷	片剂	盒	1.5mg*1s	19	沈阳第一制药厂	12/3/19	15
1191	红药片	片剂	盒	100s	7.5	沈阳中药制药	12/3/26	17
1192	培哚普利片(雅施达)	片剂	盒	4MG*30S	102	施维雅(天津)制药	12/3/25	6
1193	达美康缓释片	片剂	盒	30S	55	施维雅制药	12/3/25	17
1194	癃闭舒胶囊	胶囊剂	盒	0.3g*36s	22	石家庄科迪药业	12/3/21	6
1195	欧意(头孢氢氨苄)片	片剂	盒	0.25克*12片	12.8	石家庄欧意药业	12/3/25	5
1196	甲钴胺片	片剂	盒	0.5mg*20s	13.5	石家庄欧意药业	12/3/18	14
1197	罗红霉素片	片剂	盒	150mg*6s	6	石家庄以岭 药业	12/3/18	14
1198	通心络胶囊	胶囊剂	盒	0.38g*30	19	石家庄以岭药业	12/3/31	18
1199	阿昔洛韦片	片剂	盒	0.1g*24	6	石家庄以岭药业	12/3/27	18
1200	格列吡嗪片	片剂	盒	5mg*30s	14.5	石家庄以岭药业	12/3/16	6
1201	大败毒胶囊	胶囊剂	盒	0.5g*20s	12	石家庄以岭药业	12/3/17	5
1202	银杏叶片	片剂	盒	0.2g*24s	8.5	石家庄以岭药业	12/3/31	13
1203	格列齐特片(II)	片剂	盒	80mg*30S	14.5	石家庄以岭药业	12/3/27	15
1204	连花清瘟胶囊	胶囊剂	盒	24s	14.5	石家庄又红以岭药业	12/3/16	15
1205	布洛芬软胶囊	胶囊剂	盒	0.1g*12s	9.5	石药集团恩必普药业	12/3/24	14
1206	愈酚甲那敏糖浆	口服液	盒	120ml	15.5	史达德药业(北京)	12/3/27	15
1207	L-谷氨酰胺呱仑酸钠颗粒	颗粒剂	袋	15袋	21.8	寿制药株式会社	12/3/18	10
1208	氯雷他定胶囊	胶囊剂	盒	10mg*7s	13.5	四川奥邦药业	12/3/31	15
1209	替硝唑阴道泡腾片	片剂	盒	0.2g*8s	10	四川百科药业	12/3/26	16
1210	柴黄颗粒	颗粒剂	盒	4g*10袋	15	四川百利药业	12/3/22	15
1211	新博林	颗粒剂	盒	50mg×18袋	3.3	四川百利药业	12/3/22	17
1212	新博柴黄片	片剂	盒	0.55g*24s	11	四川成都海峡	12/3/17	9
1213	卡丽瑞（三相片）	片剂	盒	21s	15	四川川大华西药药业	12/3/17	7
1214	玄麦甘桔颗粒	颗粒剂	盒	10g*10	8	四川川西制药	12/3/20	7
1215	荆防颗粒	颗粒剂	盒	15g*10s	8.5	四川川西制药	12/3/27	15
1216	盐酸氨溴索胶囊	胶囊剂	盒	12s	18	四川大冢制药	12/3/29	19
1217	硫酸锌口服液	口服液	瓶	100ML	19.8	四川大冢制药	12/3/30	8
1218	头孢克肟咀嚼片	片剂	盒	50mg*6s	16	四川方向药业	12/3/29	5
1219	头孢克肟分散片	片剂	盒	0.1g*6s	21	四川方向药业	12/3/24	19
1220	丽珠抗病毒颗粒	颗粒剂	盒	12g*10s	9.5	四川光大制药了限	12/3/27	16
1221	抗病毒颗粒(无糖型)	颗粒剂	盒	3g*12s	15	四川光大制药	12/3/28	8
1222	复方陈香胃片	片剂	盒	0.56g*24s	7.8	四川好医生攀西药业	12/3/31	17
1223	抗感颗粒(儿童)	颗粒剂	盒	5g*12s	16	四川好医生攀西药业	12/3/19	8
1224	桑姜感冒片	片剂	盒	36s	8.8	四川好医生攀西药业	12/3/27	12
1225	好医生抗感颗粒	颗粒剂	盒	10g*6s	12.3	四川好医生攀西医业	12/3/25	16
1226	盐酸伐昔洛韦片（明欣）	片剂	盒	0.3g*6	118	四川明欣药业	12/3/16	9
1227	盐酸伐昔洛韦片(明竹欣)	片剂	盒	0.3g*3s	36	四川明欣药业	12/3/18	19
1228	诺迪康胶囊	胶囊剂	盒	20s	19	四川诺迪康药业	12/3/16	18
1229	肤痒颗粒	颗粒剂	盒	9g*10s	8.8	四川三精升和制药	12/3/16	7
1230	大山楂丸	丸剂	盒	9g	2.5	四川蜀中制药	12/3/18	17
1231	藿香正气水(蜀中)	口服液	盒	10ml*10S	1.5	四川蜀中制药	12/3/30	20
1232	多酶片	片剂	瓶	100s	2	四川蜀中制药	12/3/24	11
1233	复方黄连素片	片剂	瓶	100s	1.9	四川蜀中制药	12/3/28	15
1234	甘草片	片剂	瓶	12.8g*100s	1.8	四川蜀中制药	12/3/30	16
1235	百咳静糖浆	口服液	瓶	120ml	12.8	四川天诚制药	12/3/28	10
1236	十滴水	口服液	盒	10s	1.5	四川通园制药	12/3/27	7
1237	鲜竹沥	口服液	盒	15毫升*6支	1.8	四川通园制药	12/3/23	19
1238	藿香正气胶囊	胶囊剂	盒	0.3G*12S	6.5	四川旺林堂药业	12/3/20	8
1239	痔血胶囊	胶囊剂	盒	24s	28	四川维奥制药	12/3/25	14
1240	小儿感冒颗粒（力克舒）	颗粒剂	盒	6g*8s	9.8	四川西昌杨天制药	12/3/23	14
1241	肾石通颗粒	颗粒剂	盒	15g*10袋	28	四川旭华制药	12/3/28	7
1242	胃立康片	片剂	盒	24s	14.5	四川旭华制药	12/3/27	12
1243	热炎宁颗粒	颗粒剂	盒	16g*6g	11	四川旭华制药	12/3/18	15
1244	胆石片	片剂	盒	54s	22.5	四川旭华制药	12/3/26	19
1245	头风痛胶囊	胶囊剂	盒	0.5g*12s	13.8	四川亚宝光泰药业	12/3/22	19
1246	复方芦丁片	片剂	瓶	100s	1	四川亚宝光泰药业	12/3/25	18
1247	力克舒胶囊	胶囊剂	盒	12‘s	9	四川杨天生物药业	12/3/24	10
1248	右旋糖酐铁片	片剂	支	25mg	8.8	四川珍珠制药	12/3/27	18
1249	盐酸赛庚啶片	片剂	瓶	2mg*100s	2.3	泗水希尔康制药	12/3/27	14
1250	乳酸司帕沙星片(力贝尔)	片剂	盒	0.1g*6s	10.5	苏州东瑞制药	12/3/25	20
1251	西可韦片(西替利嗪)	片剂	盒	10mg×12	4	苏州东瑞制药	12/3/30	5
1252	安内真(苯磺酸氨氯地平)片	片剂	盒	2.5mg*28s	15	苏州东瑞制药	12/3/22	9
1253	六神胶囊	胶囊剂	盒	0.19G*6S	8.8	苏州雷允上药业	12/3/22	18
1254	希刻劳(头孢克洛干混悬剂)	颗粒剂	盒	0.125g*6s	23	苏州制药	12/3/18	9
1255	补肾益寿胶囊	胶囊剂	瓶	0.3g×60‘s	53.8	太极重庆涪陵制厂	12/3/21	20
1256	曲美胶囊(西布曲明)	胶囊剂	盒	10mg×30‘s	230	太极集团重庆涪陵	12/3/21	9
1257	藿香正气口服液	口服液	盒	5×10ml	2.8	太极集团重庆涪陵	12/3/19	12
1258	急支糖浆	口服液	瓶	100ml	5	太极集重庆涪陵	12/3/29	12
1259	小儿四维葡钙颗粒（宝宝钙）	颗粒剂	盒	12袋	14.4	太阳石(唐山)药业	12/3/30	10
1260	好娃娃健儿消食口服液	口服液	盒	10ml*10支	14.8	太阳石(唐山)药业	12/3/25	19
1261	赖氨葡锌片	片剂	盒	20s	14.8	太阳石(唐山)药业	12/3/30	12
1262	匹多莫德片	片剂	盒	0.4g*6s	35	太阳石唐山药业	12/3/28	18
1263	加味逍遥口服液	口服液	盒	10ML*10s	18.8	太阳石药业	12/3/31	18
1264	醋酸甲萘氢醌片（K4）	片剂	瓶	100s	1.8	太原市卫星制药	12/3/31	12
1265	和胃整肠丸	丸剂	瓶	50‘s	8.2	泰国李万山制医药厂	12/3/23	10
1266	行军散	颗粒剂	盒	9gm	5.8	泰国五塔药房	12/3/19	6
1267	咳喘舒片	片剂	盒	24s	14.5	唐山景忠山药业	12/3/19	19
1268	花旗参胶囊	胶囊剂	盒	10s	13	天诚实业	12/3/20	19
1269	布洛芬混悬液（托恩）	口服液	瓶	60ml	12.8	天大药业	12/3/17	15
1270	迪克乐克(双氯芬酸钠缓释片)	片剂	盒	75mg*10s	17.2	天津赫素制药	12/3/20	7
1271	对乙酰氯基酚片	片剂	盒	0.3G*18S	7.5	天津健生制药	12/3/20	18
1272	凯镛芦荟胶囊	胶囊剂	盒	400MG*16S	25	天津凯镛药业	12/3/19	10
1273	乐宝三金锌铁钙片	片剂	瓶	1400mg100s	35	天津康诺营养品	12/3/30	18
1274	吲达帕胺片（寿比山）	片剂	盒	2.5mg*30s	13.5	天津力生制药	12/3/17	20
1275	阿米三嗪萝巴新片(都可喜)	片剂	盒	10mg*30s	72	天津施维雅制药	12/3/26	17
1276	麻仁软胶囊	胶囊剂	盒	0.6g×20‘s	15.8	天津市中央药业	12/3/23	13
1277	头孢地尼分散片	片剂	盒	50mg*6s	23	天津市中央药业	12/3/29	18
1278	穿心莲内酯滴丸	丸剂	盒	0.6g*9s	15.5	天津天士力制药	12/3/31	11
1279	柴胡滴丸	丸剂	盒	0。525G*6s	7.5	天津天士力制药	12/3/30	16
1280	荆花胃康丸	丸剂	盒	12s	18	天津天士力制药	12/3/28	14
1281	养血清脑颗粒	颗粒剂	盒	4g*9s	17	天津天士力制药	12/3/31	6
1282	盒贝爽()	胶囊剂	片	10S	19.8	天津田边制药	12/3/16	6
1283	达爽(盐酸咪达普利片)	片剂	片	5mg*10s	16	天津田边制药	12/3/28	13
1284	阿昔洛韦分散片	片剂	盒	0.1g*12s	9	天津药业集团新郑	12/3/25	14
1285	盐酸曲美他嗪片(万爽力)	片剂	盒	20mg*30S	45.5	天津制药	12/3/30	19
1286	培哚普利片	片剂	盒	4mg*10s	36.5	天津制药	12/3/22	10
1287	速效救心丸	丸剂	盒	120S	15.8	天津中新药业集团	12/3/16	12
1288	东宝肝泰片	片剂	盒	48‘s	19.5	通化东宝药业	12/3/31	14
1289	复方罗汉果含片	片剂	盒	0.5g*24s	7	通化方大药业	12/3/25	12
1290	复方金刚烷胺氨基比林片	片剂	盒	12s	9.5	通化茂祥制药业	12/3/25	5
1291	金妇康	胶囊剂	盒	24s	14.5	通化茂祥制药	12/3/16	9
1292	脑心安	胶囊剂	盒	0.3g*36s	50	通化神龙药业	12/3/26	18
1293	感愈胶囊	胶囊剂	盒	10S	13	通化通药制药	12/3/26	9
1294	万通筋骨片	片剂	盒	0.28g*24	11.5	通化万通药业	12/3/16	16
1295	消糜栓	片剂	盒	3g*5s	22	通化万通药业	12/3/29	6
1296	健胃片	片剂	盒	48s	9.5	通化万通药业	12/3/20	12
1297	景志安神口服液	口服液	盒	10ml*10s	22	通化万通药业	12/3/22	17
1298	益气养血口服液	口服液	盒	10ml*10s	20	通化万通药业	12/3/24	14
1299	元秘D	口服液	瓶	100ml	5.5	通化一洋品	12/3/26	10
1300	龟甲养阴片	片剂	盒	30s	15.5	通化玉圣药业	12/3/16	17
1301	保喉片	片剂	盒	24s	12	通化正和药业	12/3/24	15
1302	心脑康胶囊	胶囊剂	盒	0.25g*36	16.5	通化正和药业	12/3/25	16
1303	肾复康胶囊	胶囊剂	盒	0.3g*36s	19	通化正和药业	12/3/19	14
1304	风通安胶囊	胶囊剂	盒	30s	16.5	通化正和药业	12/3/16	19
1305	利肝隆冲剂	颗粒剂	盒	10g*12袋	21	通化正和药业	12/3/25	6
1306	金钱草片	片剂	盒	0.3g*36s	18.5	通化正和药业	12/3/29	9
1307	元和正胃片	片剂	盒	0.75g*26S	14.5	通化正和药业	12/3/20	18
1308	凯思立D(碳酸钙D3咀嚼片)	片剂	盒	60片	52.8	通用电气药业(上海)	12/3/22	6
1309	益安宁丸	丸剂	盒	144s	155	同溢堂药业	12/3/21	11
1310	三九复方氨酚那敏颗粒	颗粒剂	盒	9s	7	万荣三九药业	12/3/31	6
1311	氢溴酸右美沙芬口服液	口服液	瓶	120ml	12.5	万源（福州）药业	12/3/20	14
1312	甲钴胺片(弥可保)	片剂	盒	0.5mg*100S	138	卫材(中国)药业制造	12/3/27	10
1313	敏使朗(甲磺酸倍他司汀片)	片剂	盒	6ng*30s	15.5	卫材中国药业制造	12/3/25	6
1314	弥可保(甲钴胺片)	片剂	盒	0.5mg*20s	31	卫材中国药业制造	12/3/16	17
1315	黄氏响声丸	丸剂	瓶	400‘s	12.8	无锡济民可信山禾药业	12/3/29	8
1316	黄氏响声含片	片剂	盒	24s	7.5	无锡山禾药业药业	12/3/17	9
1317	羊胎素胶囊	胶囊剂	瓶	0.8g*60S	98	芜湖诺康生物	12/3/24	18
1318	双奇	胶囊剂	盒	0.35g*60s	158	武汉东方之子生命科学	12/3/24	16
1319	红桃K生血剂	口服液	盒	10s	27	武汉红桃开药业有	12/3/22	19
1320	小儿宣肺止咳颗粒	颗粒剂	盒	8g*6s	10.8	武汉健民随州药业	12/3/31	20
1321	回春如意胶囊	胶囊剂	盒	0.25g*48s	128	武汉健民集团随州	12/3/28	13
1322	龙牡壮骨颗粒	颗粒剂	盒	5g*40s	21	武汉健民药业集团	12/3/25	7
1323	麝香痔疮栓(马应龙)	片剂	盒	10g	9.8	武汉马应龙药业集团	12/3/22	15
1324	双氯芬酸钠凝胶	软膏	盒	10g	9.5	武汉马应龙药业集团	12/3/24	10
1325	马来酸噻吗洛尔滴眼液	滴剂	盒	5ml	2	武汉天天明药业	12/3/31	13
1326	巢之安	胶囊剂	盒	4.56g*12S	49	武汉一元生物科技	12/3/25	7
1327	满口香	胶囊剂	盒	0.33g*20s	38	武汉中保科新药技术	12/3/25	12
1328	金嗓开音丸	丸剂	瓶	360‘s	13	西安碑林药业	12/3/20	14
1329	金嗓散结丸	丸剂	瓶	360‘s	13	西安碑林药业	12/3/23	17
1330	奥硝唑片	片剂	盒	0.25g*12s	10.5	西安博华制药	12/3/16	12
1331	利君沙片	片剂	盒	0.125克*24‘S	10.5	西安利君制药	12/3/29	17
1332	银花感冒颗粒	颗粒剂	盒	20g*6S	11	西安秦巴药业	12/3/22	18
1333	宫炎康颗粒（新帮）	颗粒剂	盒	9g*8袋	12.5	西安圣威制药	12/3/24	17
1334	天一止咳糖浆	口服液	瓶	120ml	9	西安天一制药	12/3/20	7
1335	多潘立酮片(吗丁啉)	片剂	盒	10mg*30s	12.5	西安扬森制药	12/3/22	8
1336	达克宁	胶囊剂	盒	3s	22	西安杨森制药	12/3/26	13
1337	易蒙停（盐酸洛呱丁胺胶囊）	胶囊剂	盒	6S	5	西安杨森制药	12/3/29	6
1338	西比灵（盐酸氟桂利嗪胶囊）	胶囊剂	盒	5mg*20s	22	西安杨森制药	12/3/17	7
1339	里素劳(酮康唑片)	片剂	盒	0.2g*10S	24.8	西安杨森制药	12/3/22	17
1340	息斯敏(氯雷他定片)	片剂	盒	10mg*6s	14.5	西安杨森制药	12/3/30	13
1341	六味能消胶囊	胶囊剂	盒	10s	15	西藏藏药	12/3/16	13
1342	十味龙胆花颗粒	颗粒剂	盒	3g*6s	17	西藏藏药集团	12/3/18	10
1343	青鹏膏剂	软膏	支	20G	21.8	西藏林芝奇正藏药厂	12/3/28	6
1344	秋水仙碱片	片剂	盒	0.5g*20s	4.5	西双版纳药业	12/3/16	14
1345	蒙脱石散（必奇）	颗粒剂	盒	3g*10s	14.5	先声药业	12/3/20	10
1346	祛风止痛胶囊	胶囊剂	盒	0.3g*54s	37.8	咸阳步长制药	12/3/23	8
1347	清热解毒胶囊	胶囊剂	盒	0.3g*36s	25	咸阳步长制药	12/3/19	10
1348	步长脑心通胶囊	胶囊剂	瓶	0.4g×36‘s	21	咸阳步长制药	12/3/17	12
1349	头孢拉定胶囊（君必青）	胶囊剂	盒	0.25g*20	16.5	香港奥美制药厂	12/3/19	11
1350	阿莫西林胶囊（阿莫灵）	胶囊剂	盒	0.5g*20s	22	香港奥美制药厂	12/3/23	11
1351	阿莫西林克拉维酸钾干混悬剂	颗粒剂	盒	0.2285g*6S	13.8	香港澳美制药	12/3/17	17
1352	盐酸氨基葡萄糖胶囊（奥泰灵）	胶囊剂	盒	0.75g*10s	35	香港澳美制药厂	12/3/16	6
1353	复方福尔可定口服溶液	口服液	瓶	100ml	13.5	香港澳美制药厂	12/3/19	20
1354	吸油排毒金丹	胶囊剂	盒	40S	48	香港邦瑞特药业国际集	12/3/31	13
1355	四季清火灵	颗粒剂	盒	10g*10s	9	香港碧丽斯国际药业	12/3/22	10
1356	雪莲口腔含片	片剂	盒	0.8g*12s	13	香港济生药业国际	12/3/29	5
1357	嘉德卵白蛋白	口服液	盒	300ml*6s	58	香港嘉德国际	12/3/31	16
1358	念慈庵批杷糖	片剂	盒	2.5g*18S	13	香港京都念慈总厂	12/3/27	10
1359	京都念慈俺枇杷糖	片剂	盒	2.5g*8s	6.5	香港京都念慈总厂	12/3/21	18
1360	海狗丸	丸剂	盒	0.3g*60s	25.5	香港京都养生堂	12/3/22	19
1361	法半夏枇杷膏	口服液	瓶	120ml	16.8	香港京都养生堂	12/3/17	16
1362	肚痛健胃整肠丸	丸剂	盒	35s	7.8	香港九龙湾启祥制药	12/3/19	9
1363	血尔口服液	口服液	盒	152ml×6瓶	63	香港康富来品	12/3/24	12
1364	脑轻松胶囊	胶囊剂	盒	3×12‘s×0.2g	50	香港康富来国际企业	12/3/17	10
1365	康富来洋参口服液	口服液	盒	100ml*5瓶	65	香港康富来国际企业	12/3/23	14
1366	康富来洋参含片	片剂	盒	12片	8	香港康富来国际企业	12/3/21	12
1367	复方沙芬那敏糖浆（尔可芬）	口服液	瓶	120ml	19.8	香港乐信药业	12/3/20	6
1368	普济丸	丸剂	盒	10瓶	18.5	香港李众胜堂集团	12/3/27	17
1369	盐酸曲普利啶胶囊(刻免)	胶囊剂	盒	2.5mg*20s	10.8	香港联邦制药厂	12/3/18	8
1370	维生素C泡腾片	片剂	支	15s	25	香港联帮制药厂	12/3/28	17
1371	19氨基酸口服液	口服液	盒	10ml*10S	9.5	香港泰国际企业集团	12/3/19	20
1372	洋参胶囊	胶囊剂	盒	24s	7.5	香港一洲制药集团	12/3/31	8
1373	肥儿糖浆	口服液	瓶	100ml	9.5	襄樊隆中药业	12/3/18	11
1374	妇乐颗粒(苗泰)	颗粒剂	盒	6g*10s	19.5	襄攀隆中生药	12/3/28	20
1375	猴头菌片(倍刻)	片剂	盒	48S	5.5	襄攀隆中药业	12/3/28	16
1376	布洛芬缓释胶囊	胶囊剂	盒	0.3g*10s	8	协和药业	12/3/23	5
1377	虎标红万金油	软膏	瓶	19.4G	12.8	新加坡虎豹医药	12/3/16	16
1378	氨酚伪麻敏感片II	片剂	盒	复方	9.8	新疆华康药业	12/3/20	14
1379	蜂胶复盒营养软胶囊	胶囊剂	瓶	760mg*60s	168	新西兰十一坊国际	12/3/16	7
1380	活血通脉胶囊	胶囊剂	盒	0.25g*50粒	22	新乡恒久远药业	12/3/22	13
1381	齿痛消炎灵颗粒	颗粒剂	盒	20g*4s	16.5	新乡中杰药业	12/3/21	8
1382	牛黄上清片	片剂	盒	0.27g*48s	5	新乡佐今明制药	12/3/22	12
1383	潘南金(门冬氨酸钾镁片)	片剂	盒	50s	22.8	匈牙利吉瑞大药厂	12/3/27	10
1384	克拉霉素胶囊（阿维克）	胶囊剂	盒	0.125g*6	11	修正药业集团	12/3/21	9
1385	清肺抑火片	片剂	盒	0.6g	6	修正药业集团	12/3/29	16
1386	新秀	片剂	盒	12s	4	修正药业集团	12/3/26	10
1387	消炎片（修正）	片剂	盒	24s	7.5	修正药业集团	12/3/16	6
1388	六味地黄胶囊	胶囊剂	盒	0.3g*24s	18	修正药业集团	12/3/19	12
1389	双效(酚咖麻敏胶囊)	胶囊剂	盒	10s	12	修正药业集团	12/3/25	14
1390	斯达舒	胶囊剂	盒	12s	18	修正药业集团	12/3/25	5
1391	颈腰康胶囊	胶囊剂	盒	90s*0.33g	66	修正药业集团	12/3/27	5
1392	止痢宁片	片剂	盒	0.35g*24S	8	修正药业集团有限司	12/3/30	15
1393	益母草颗粒（修正）	颗粒剂	盒	15g*10袋	13	修正药业通化通药	12/3/30	13
1394	骨骼风痛片	片剂	盒	0.31g*12s	16.8	修正药业通化通药	12/3/28	11
1395	风湿止痛药酒	口服液	瓶	100ml	15	修正药业通化通药	12/3/30	5
1396	清凉含片	片剂	盒	1g*16S	5	修正药业集团	12/3/16	18
1397	庆大霉素碳酸铋胶囊	胶囊剂	盒	10s	6.5	修正药业长春高新	12/3/17	10
1398	法莫替丁胶囊(修正)	胶囊剂	盒	20mg*24	7	修正药业长春高新	12/3/16	17
1399	复方金银花颗粒	颗粒剂	盒	10g*10	9.8	修正药业长春高新	12/3/31	20
1400	盐酸伊托必利片	片剂	盒	30s50MG	15.5	修正药业长春高新	12/3/28	6
1401	温脾固肠散	颗粒剂	盒	6g*6s	15	亚宝药业大同制药	12/3/19	6
1402	芪参补气胶囊	胶囊剂	盒	0.3G*36s	17	亚宝药业大同制药	12/3/21	11
1403	复方胃蛋白酶散	颗粒剂	盒	3g*5s	12	亚宝药业大同制药	12/3/25	20
1404	肛泰	片剂	盒	0.5g*4片	26.2	烟台荣昌制药	12/3/22	19
1405	复方法莫替丁咀嚼片	片剂	盒	6s	14.5	烟台荣昌制药	12/3/19	17
1406	阳立胶囊	胶囊剂	盒	0.4g*24s	163	烟台中亚药业	12/3/21	5
1407	维D2乳酸钙片	片剂	盒	24s	26.5	延边益侨生代制药	12/3/29	16
1408	马来酸依那普利片	片剂	盒	5mg*16s	8.5	扬子江药业集团	12/3/25	18
1409	双氯芬酸钾片(依林)	片剂	盒	25mg*24s	9.5	扬子江药业集团	12/3/23	13
1410	胃苏颗粒	颗粒剂	盒	15g3袋	7.4	扬子江药业集团江苏	12/3/30	10
1411	胃苏颗粒(无糖型)	颗粒剂	盒	5g*3袋	6.5	扬子江药业集团江苏	12/3/23	12
1412	黄芪精口服液	口服液	盒	10×10ml	15.5	扬子江药业集团	12/3/23	18
1413	蓝芩口服液	口服液	盒	10毫升*6支	15.5	扬子江药业集团	12/3/23	16
1414	秦苏(格列吡嗪缓释片)	片剂	盒	5mg*12s	9.5	扬子江药业集团	12/3/31	9
1415	减肥果	胶囊剂	罐	30s	95	养生有方生物集团	12/3/23	12
1416	立素康	胶囊剂	盒	50MG*12s	12	宜昌人福药业	12/3/20	13
1417	甲磺酸培氟沙星片	片剂	盒	0.2g*12s	16.8	宜昌人福药业	12/3/24	12
1418	复方福尔可定糖浆	口服液	瓶	100ml	17	宜昌人福药业	12/3/26	6
1419	吡拉西坦片（脑复康）	片剂	瓶	0.4g*100s	3.4	宜昌人福药业	12/3/29	8
1420	土霉素片	片剂	瓶	100s	4	宜昌人福药业	12/3/23	16
1421	阿奇霉素干混悬剂	颗粒剂	盒	0.1g*6s	15.8	宜昌长江药业	12/3/29	17
1422	乳酸左氧氟沙星片	片剂	盒	0.1g*10	9	宜昌长江药业	12/3/17	20
1423	克拉霉素分散片	片剂	盒	0.25g*6	16	宜昌长江药业	12/3/19	11
1424	喜宁(盐酸西替利嗪分散片)	片剂	盒	10mg*12s	12	宜昌长江药业	12/3/20	20
1425	万应茶饼	片剂	盒	3g*32s	9.8	永定采盖制药	12/3/19	19
1426	万应茶	颗粒剂	盒	3g*12s	10.8	永定采善堂制药	12/3/27	17
1427	阿司匹林肠溶胶囊	胶囊剂	盒	0.1g*10s	8.5	永信药品工业	12/3/23	7
1428	清开灵胶囊	胶囊剂	盒	24s	16.9	远达药业集团	12/3/21	16
1429	云南白药胶囊	胶囊剂	盒	16s	17.5	云南白药集团	12/3/29	14
1430	宫血宁胶囊	胶囊剂	盒	18‘s	16.5	云南白药集团	12/3/18	8
1431	感冒止咳颗粒	颗粒剂	盒	10g*6s	12	云南白药集团	12/3/23	18
1432	云南白药粉	颗粒剂	瓶	4克	9	云南白药集团	12/3/20	6
1433	鼻舒适片	片剂	盒	30s	13	云南滇中药业	12/3/28	13
1434	苦胆草片	片剂	盒	24S	9.5	云南龙发制药	12/3/29	7
1435	八珍益母片	片剂	盒	24s	13.5	云南省曲靖药业	12/3/28	16
1436	肠胃宁片	片剂	盒	24s	15	云南腾冲县东方红	12/3/27	9
1437	乙酰吉他霉素含片	片剂	盒	12s	6.8	云南永安制药	12/3/25	15
1438	血塞通胶囊	胶囊剂	盒	50mg*20s	14.8	云南玉溪市维和制药	12/3/30	14
1439	黄藤素片	片剂	盒	0.1g*20	6.5	云南玉溪市维和制药	12/3/20	6
1440	田七花叶颗粒	颗粒剂	盒	10g*10s	3.5	云南玉溪市维和制	12/3/24	5
1441	龙血竭胶囊	胶囊剂	盒	0.3g*24s	6.5	云南云河药业	12/3/17	8
1442	阿莫西林分散片	片剂	盒	0.125g*24s	13.5	张家口对圣大药业	12/3/16	20
1443	玉叶清解颗粒	颗粒剂	盒	10g*10s	6.5	漳州健源堂生物工程	12/3/31	17
1444	片仔癀胶囊	胶囊剂	盒	0.3g*6s	98	漳州片仔癀胶囊	12/3/20	18
1445	复方片仔癀含片	片剂	盒	0.5g*24s	5.4	漳州片仔癀药业	12/3/24	5
1446	茵胆平胆胶囊	胶囊剂	盒	20粒	15	漳州片仔癀药业	12/3/24	11
1447	片仔癀	丸剂	粒	3g	178	漳州片仔癀药业	12/3/24	17
1448	茵胆平肝胶囊	胶囊剂	瓶	0.5g*36s	25	漳州片仔癀药业	12/3/28	13
1449	酒国英雄	口服液	瓶	100ml	8	漳州政融食品开发	12/3/19	11
1450	驴胶补血口	口服液	盒	250ml*2瓶	48	樟树宏利药业	12/3/21	15
1451	阿胶补血口服液	口服液	盒	250ml*3瓶	78	樟树宏利药业	12/3/29	5
1452	气血双补口服液	口服液	盒	250ml*	68	樟树宏利药业	12/3/27	8
1453	睡得香口服液	口服液	盒	250ml*2瓶	48	樟树宏利药业	12/3/24	16
1454	肾宝口服液	口服液	盒	250ml*3瓶	68	樟树宏伟生物科技	12/3/30	10
1455	胖大海蜜炼枇杷膏	口服液	瓶	150ml	15	樟树市福康品	12/3/18	15
1456	川贝蜜炼枇杷膏	口服液	瓶	150ml	15	樟树市福康食品	12/3/20	10
1457	氯霉素滴眼液	滴剂	盒	8ml	8	长春迪瑞制药	12/3/21	14
1458	头孢拉定胶囊（迪瑞）	胶囊剂	盒	0.25g*12	10	长春迪瑞制药	12/3/29	6
1459	痔康胶囊	胶囊剂	盒	30s	18	长春海外制药集团	12/3/26	7
1460	癃闭舒片	片剂	盒	0.3g*24s	18	长春海外制药集团	12/3/27	10
1461	消糜阴道泡腾片	片剂	盒	0.4g*4s	15	长春海外制药	12/3/25	15
1462	转移因子口服溶液	口服液	盒	5s	19.5	长春精优药业	12/3/25	18
1463	复方胆通胶囊	胶囊剂	盒	24s*2小盒	45	长春人民药业集团	12/3/20	18
1464	人工牛甲硝唑胶囊	胶囊剂	盒	20s	5	长春万德制药	12/3/30	14
1465	润肠胶囊	胶囊剂	盒	0.4g*6s	12	长春银诺克药业	12/3/23	9
1466	断血流胶囊	胶囊剂	盒	36s	28	长春银诺克药业	12/3/31	12
1467	降脂宁颗粒	颗粒剂	盒	10g*6袋	18	长春银诺克药业	12/3/20	13
1468	复方羚角降压片	片剂	盒	0.35g*24s	18	长春银诺克药业	12/3/26	18
1469	滋补生发片	片剂	盒	24片	18	长春银诺克药业	12/3/19	11
1470	千金爽（抗菌液）	外用洗剂	盒	360ml	16	长江生物药业（樟树）	12/3/24	18
1471	小建中颗粒	颗粒剂	盒	15g*6s	13	长沙泰宝	12/3/27	8
1472	头孢克洛缓释片	片剂	盒	6s	23	浙江昂利康制药	12/3/23	7
1473	氟来妥(氟康唑片)	片剂	盒	50mg*3s	5.5	浙江奥托康制药集团	12/3/22	7
1474	膜固思达(瑞巴派特片)	片剂	盒	0.1g*12s	21.8	浙江大家制药	12/3/26	19
